ID,SAFRA,default,PAY_AMT1_trat,PAY_AMT2_trat,PAY_AMT3_trat,AVG_PAY_trat,PAY_0_trat
10872,200601,0,C2,C1,C1,C1,C0
2471,200510,1,C1,C1,C2,C1,C2
15302,200603,0,C2,C2,C2,C1,C0
18087,200604,1,C1,C0,C1,C0,C0
10508,200601,1,C0,C0,C0,C0,C1
15409,200603,0,C1,C1,C2,C0,C0
9703,200601,0,C1,C1,C1,C0,C0
3556,200511,0,C1,C1,C2,C1,C0
10400,200601,1,C1,C0,C1,C0,C1
14622,200602,0,C2,C2,C2,C2,C0
18646,200604,0,C1,C2,C0,C1,C0
12574,200602,1,C0,C0,C1,C0,C0
4495,200511,1,C0,C1,C1,C0,C1
2717,200510,0,C1,C1,C1,C0,C0
20646,200604,1,C1,C0,C1,C0,C1
4467,200511,0,C1,C1,C1,C1,C0
10339,200601,1,C0,C1,C0,C0,C1
8654,200512,0,C2,C2,C2,C1,C0
18079,200604,0,C2,C2,C2,C2,C0
5986,200511,0,C1,C1,C1,C0,C2
14915,200602,1,C0,C0,C0,C0,C2
16985,200603,0,C2,C2,C1,C1,C0
2410,200510,0,C1,C1,C1,C1,C0
16741,200603,1,C1,C1,C1,C0,C0
18120,200604,0,C1,C1,C2,C1,C0
20543,200604,1,C1,C1,C1,C0,C0
6826,200512,0,C1,C1,C1,C0,C0
17866,200603,0,C2,C1,C2,C2,C1
7525,200512,0,C1,C2,C1,C0,C0
18320,200604,0,C1,C1,C2,C1,C0
13846,200602,0,C1,C1,C1,C0,C0
3428,200511,0,C1,C0,C1,C0,C0
3381,200511,0,C1,C2,C1,C1,C0
2464,200510,1,C0,C1,C0,C0,C1
9064,200601,0,C1,C1,C1,C0,C0
7761,200512,1,C2,C0,C0,C1,C0
16051,200603,0,C2,C2,C2,C2,C0
13778,200602,0,C1,C1,C1,C0,C0
5144,200511,0,C0,C1,C1,C0,C0
7602,200512,0,C1,C2,C0,C0,C0
17981,200603,0,C1,C1,C2,C1,C0
11579,200601,1,C1,C1,C2,C1,C0
15164,200603,0,C1,C2,C1,C1,C0
13005,200602,0,C0,C0,C0,C0,C0
9795,200601,0,C2,C0,C2,C1,C0
4037,200511,1,C0,C0,C0,C0,C1
3119,200511,0,C1,C1,C1,C0,C0
16423,200603,0,C2,C2,C2,C1,C0
748,200510,1,C2,C2,C2,C1,C0
9999,200601,1,C0,C0,C0,C0,C0
2997,200510,1,C0,C2,C2,C1,C2
19654,200604,0,C2,C2,C2,C2,C0
6662,200512,0,C2,C2,C2,C1,C0
5192,200511,1,C1,C1,C0,C0,C0
3676,200511,0,C1,C1,C1,C0,C0
5807,200511,0,C2,C1,C2,C2,C0
2561,200510,1,C2,C2,C2,C2,C0
11998,200601,0,C0,C1,C2,C2,C1
11712,200601,0,C2,C1,C2,C2,C0
10820,200601,0,C1,C1,C1,C0,C0
182,200510,0,C2,C2,C2,C1,C0
10322,200601,0,C0,C1,C1,C0,C1
16320,200603,0,C2,C0,C1,C0,C0
6452,200512,0,C1,C2,C0,C1,C0
7316,200512,0,C1,C1,C2,C1,C0
7410,200512,0,C1,C1,C2,C2,C0
5746,200511,0,C1,C1,C1,C0,C0
20378,200604,1,C1,C1,C1,C0,C2
12678,200602,0,C1,C1,C2,C0,C0
11987,200601,0,C1,C1,C1,C1,C0
11587,200601,0,C0,C1,C0,C0,C0
15899,200603,1,C0,C0,C2,C1,C0
16567,200603,1,C0,C1,C0,C0,C1
3132,200511,0,C1,C2,C1,C2,C0
14787,200602,1,C1,C1,C1,C0,C0
7433,200512,0,C1,C1,C1,C1,C0
3236,200511,1,C2,C0,C1,C0,C2
19689,200604,0,C2,C2,C2,C1,C0
11359,200601,0,C1,C1,C1,C0,C0
1815,200510,0,C2,C2,C2,C1,C0
10965,200601,0,C2,C1,C1,C1,C0
7204,200512,0,C1,C1,C1,C0,C0
15111,200603,0,C1,C1,C0,C0,C1
10040,200601,0,C2,C2,C2,C1,C0
14248,200602,1,C0,C0,C0,C0,C0
16635,200603,1,C1,C0,C1,C0,C2
12543,200602,0,C1,C2,C1,C1,C0
18579,200604,0,C2,C2,C1,C2,C0
15376,200603,0,C2,C2,C2,C2,C0
802,200510,1,C0,C0,C1,C0,C2
4306,200511,0,C0,C1,C0,C0,C0
17229,200603,0,C1,C1,C1,C1,C0
1373,200510,0,C0,C0,C0,C0,C2
9033,200601,0,C1,C0,C0,C0,C0
16432,200603,0,C1,C0,C1,C0,C2
11748,200601,0,C2,C1,C2,C1,C0
10331,200601,1,C1,C0,C1,C0,C1
4049,200511,1,C1,C2,C0,C1,C0
3066,200511,1,C1,C0,C1,C0,C0
8852,200512,0,C1,C2,C1,C0,C0
13052,200602,0,C0,C0,C0,C0,C0
5225,200511,0,C1,C0,C1,C0,C2
12999,200602,0,C1,C1,C0,C0,C0
19940,200604,0,C0,C1,C1,C0,C0
16197,200603,0,C1,C2,C2,C1,C0
16539,200603,0,C0,C0,C0,C0,C1
952,200510,0,C1,C1,C1,C1,C0
10519,200601,0,C2,C1,C1,C2,C0
17528,200603,0,C2,C2,C2,C1,C0
6917,200512,1,C1,C0,C1,C0,C2
10062,200601,0,C1,C1,C0,C0,C0
7747,200512,0,C0,C0,C0,C0,C1
16414,200603,0,C1,C1,C1,C0,C0
70,200510,0,C0,C1,C1,C0,C2
12779,200602,1,C1,C0,C0,C0,C1
19379,200604,0,C1,C0,C1,C0,C0
19845,200604,0,C0,C2,C2,C1,C1
19583,200604,0,C1,C1,C1,C1,C0
18734,200604,0,C2,C2,C1,C0,C0
18729,200604,0,C2,C2,C2,C1,C0
20997,200604,0,C2,C2,C2,C1,C2
20067,200604,0,C1,C1,C0,C0,C0
13007,200602,0,C1,C1,C1,C0,C0
17543,200603,0,C1,C1,C1,C0,C0
14398,200602,1,C1,C0,C1,C0,C2
15966,200603,0,C1,C1,C2,C1,C0
9872,200601,0,C2,C1,C1,C1,C0
8965,200512,0,C1,C1,C1,C0,C0
4884,200511,1,C2,C1,C2,C1,C2
3413,200511,0,C2,C2,C2,C2,C0
10095,200601,0,C2,C2,C2,C2,C0
9219,200601,1,C1,C1,C1,C0,C0
5483,200511,0,C1,C1,C0,C0,C0
14623,200602,0,C1,C1,C2,C1,C0
4670,200511,1,C1,C1,C1,C1,C0
20394,200604,0,C2,C2,C2,C1,C0
4072,200511,0,C1,C1,C1,C0,C0
11799,200601,0,C2,C1,C2,C1,C0
8856,200512,1,C2,C2,C2,C1,C0
8565,200512,0,C1,C2,C2,C1,C0
4309,200511,0,C1,C1,C1,C0,C0
635,200510,0,C1,C1,C1,C1,C0
13489,200602,1,C1,C1,C1,C1,C2
5967,200511,0,C1,C1,C1,C1,C0
19807,200604,0,C2,C2,C2,C2,C0
18546,200604,0,C0,C1,C1,C0,C0
7323,200512,1,C0,C0,C0,C0,C2
15774,200603,0,C1,C2,C2,C2,C0
15823,200603,1,C1,C1,C0,C0,C0
15577,200603,0,C1,C1,C2,C0,C0
7948,200512,0,C0,C0,C0,C0,C0
10247,200601,0,C1,C1,C2,C1,C0
3983,200511,0,C1,C0,C0,C0,C0
9481,200601,1,C1,C2,C0,C1,C1
4163,200511,1,C1,C1,C1,C0,C0
9847,200601,0,C2,C2,C1,C2,C0
6923,200512,0,C2,C1,C2,C1,C1
19712,200604,1,C0,C0,C1,C0,C2
9678,200601,0,C1,C2,C1,C1,C1
1006,200510,0,C1,C1,C1,C0,C0
20974,200604,1,C1,C1,C0,C0,C0
7423,200512,0,C1,C1,C0,C0,C0
6456,200512,0,C1,C1,C1,C1,C1
14243,200602,0,C1,C1,C2,C1,C0
20555,200604,0,C2,C2,C2,C1,C0
7083,200512,1,C0,C0,C1,C0,C1
19949,200604,0,C1,C2,C2,C2,C0
261,200510,0,C2,C2,C2,C2,C0
10802,200601,1,C0,C0,C0,C0,C2
11918,200601,0,C1,C0,C0,C0,C1
18591,200604,0,C2,C1,C1,C1,C0
9561,200601,0,C1,C1,C1,C1,C0
3578,200511,1,C1,C0,C1,C0,C0
19569,200604,0,C1,C0,C0,C0,C0
14123,200602,0,C1,C1,C1,C0,C0
10143,200601,0,C0,C1,C0,C0,C2
14495,200602,0,C2,C2,C2,C1,C0
11162,200601,0,C2,C2,C2,C1,C0
11342,200601,0,C1,C1,C1,C0,C0
4036,200511,0,C1,C1,C1,C0,C0
3187,200511,0,C0,C1,C0,C0,C2
2536,200510,0,C1,C1,C1,C0,C0
1745,200510,0,C2,C2,C2,C1,C0
13890,200602,0,C1,C1,C1,C0,C0
18387,200604,0,C0,C0,C1,C0,C0
17110,200603,1,C0,C2,C1,C1,C0
17042,200603,0,C1,C1,C2,C1,C0
1048,200510,1,C1,C1,C0,C0,C1
13051,200602,1,C1,C1,C1,C0,C2
8505,200512,0,C1,C1,C1,C0,C0
6348,200512,0,C0,C0,C2,C1,C0
14396,200602,0,C1,C1,C2,C1,C0
6667,200512,1,C0,C1,C1,C1,C1
4061,200511,0,C2,C2,C1,C2,C0
7387,200512,1,C0,C2,C2,C1,C1
2295,200510,1,C0,C0,C1,C0,C0
17659,200603,0,C2,C2,C1,C1,C0
6598,200512,0,C2,C2,C2,C1,C0
9403,200601,0,C1,C1,C1,C0,C0
8182,200512,0,C1,C2,C2,C1,C0
6519,200512,1,C2,C1,C1,C1,C0
17166,200603,0,C1,C1,C1,C1,C0
4494,200511,0,C0,C1,C0,C0,C1
10774,200601,0,C1,C1,C0,C0,C0
4289,200511,0,C1,C1,C1,C1,C0
2128,200510,0,C0,C1,C1,C0,C2
2663,200510,0,C1,C1,C1,C1,C0
20851,200604,0,C2,C2,C1,C1,C0
6003,200512,1,C1,C1,C2,C1,C0
6695,200512,0,C1,C1,C1,C0,C0
10166,200601,0,C1,C1,C2,C1,C0
20115,200604,0,C1,C1,C1,C1,C0
10711,200601,1,C1,C0,C0,C0,C2
15011,200603,0,C1,C2,C2,C1,C0
16817,200603,0,C2,C1,C1,C0,C0
10283,200601,0,C2,C2,C2,C1,C0
3544,200511,0,C1,C1,C2,C1,C0
278,200510,0,C1,C1,C1,C0,C0
3185,200511,0,C2,C1,C0,C1,C0
14484,200602,1,C1,C1,C1,C0,C1
6275,200512,0,C1,C1,C1,C0,C0
2939,200510,0,C1,C2,C1,C1,C2
8930,200512,1,C1,C1,C1,C0,C2
6371,200512,0,C0,C0,C0,C0,C2
20593,200604,0,C1,C1,C1,C0,C0
14908,200602,0,C2,C2,C2,C1,C0
19617,200604,1,C2,C0,C2,C1,C2
3179,200511,1,C1,C1,C1,C0,C2
1361,200510,0,C2,C0,C0,C0,C0
20706,200604,0,C1,C1,C1,C0,C0
18569,200604,0,C2,C2,C2,C1,C1
7478,200512,0,C1,C1,C2,C1,C0
17411,200603,0,C1,C1,C1,C0,C0
5205,200511,0,C2,C1,C2,C1,C0
12150,200602,0,C1,C0,C1,C0,C1
15908,200603,0,C1,C1,C2,C1,C2
18694,200604,0,C1,C1,C1,C0,C0
7820,200512,0,C1,C1,C1,C0,C0
5478,200511,0,C1,C1,C1,C1,C0
3186,200511,1,C1,C0,C0,C0,C0
19261,200604,1,C2,C1,C0,C1,C2
3331,200511,0,C0,C1,C1,C0,C1
6313,200512,1,C0,C2,C2,C1,C1
17093,200603,1,C1,C1,C1,C0,C0
19626,200604,0,C2,C2,C1,C1,C0
14220,200602,1,C1,C1,C1,C0,C0
10600,200601,0,C0,C1,C1,C0,C1
20507,200604,0,C2,C2,C2,C2,C0
20483,200604,0,C0,C2,C0,C2,C0
3319,200511,1,C1,C1,C0,C0,C2
5876,200511,1,C2,C2,C2,C2,C0
20612,200604,1,C2,C2,C2,C2,C0
11924,200601,0,C2,C2,C2,C1,C0
2749,200510,1,C2,C2,C2,C1,C0
7452,200512,0,C0,C0,C0,C0,C1
1943,200510,0,C1,C1,C1,C0,C0
10356,200601,0,C1,C2,C1,C0,C0
13333,200602,0,C1,C1,C1,C0,C0
10334,200601,0,C1,C1,C1,C1,C0
8073,200512,0,C2,C1,C0,C0,C0
88,200510,0,C1,C1,C1,C0,C0
18903,200604,0,C1,C1,C0,C0,C0
1469,200510,0,C1,C0,C0,C0,C0
2569,200510,0,C1,C1,C0,C0,C0
19487,200604,0,C2,C2,C2,C1,C0
10708,200601,1,C2,C0,C1,C0,C2
5009,200511,0,C2,C1,C0,C0,C0
5315,200511,0,C0,C0,C0,C2,C1
4383,200511,1,C1,C1,C1,C1,C0
6932,200512,0,C2,C2,C2,C2,C0
15505,200603,0,C0,C0,C0,C0,C0
10823,200601,1,C1,C1,C2,C1,C2
4823,200511,0,C0,C0,C2,C2,C0
3073,200511,0,C2,C1,C1,C1,C0
7687,200512,0,C1,C1,C1,C0,C0
13083,200602,1,C1,C2,C0,C0,C0
1340,200510,1,C0,C0,C0,C0,C1
13726,200602,0,C2,C2,C2,C2,C0
18724,200604,0,C2,C2,C2,C2,C0
17071,200603,0,C2,C2,C1,C2,C0
18456,200604,0,C1,C1,C1,C0,C0
5482,200511,0,C2,C2,C2,C2,C0
8423,200512,0,C1,C2,C2,C2,C0
5909,200511,0,C1,C1,C1,C1,C0
16907,200603,0,C1,C2,C1,C1,C0
13794,200602,0,C1,C1,C2,C1,C0
19966,200604,0,C2,C2,C1,C1,C0
18566,200604,0,C1,C0,C0,C1,C0
13986,200602,0,C1,C1,C1,C0,C0
15969,200603,0,C1,C1,C1,C1,C0
7128,200512,0,C2,C2,C2,C2,C0
19129,200604,0,C1,C1,C1,C0,C0
18688,200604,0,C1,C1,C1,C0,C2
9936,200601,0,C1,C1,C1,C0,C0
16543,200603,1,C1,C0,C1,C0,C2
6407,200512,1,C1,C2,C2,C1,C0
6789,200512,0,C2,C1,C2,C1,C0
7298,200512,0,C2,C2,C2,C2,C0
8979,200512,0,C1,C1,C1,C0,C0
7780,200512,0,C2,C1,C0,C1,C0
12855,200602,0,C1,C1,C2,C1,C0
19706,200604,1,C2,C0,C2,C0,C0
12144,200602,0,C1,C1,C1,C0,C0
15702,200603,0,C0,C1,C2,C0,C0
17037,200603,0,C1,C1,C1,C1,C0
10833,200601,0,C2,C2,C2,C1,C0
10093,200601,0,C2,C2,C2,C2,C0
13466,200602,0,C2,C1,C0,C1,C0
303,200510,0,C1,C1,C1,C0,C0
13071,200602,0,C0,C1,C0,C0,C1
1375,200510,0,C0,C2,C2,C1,C0
2066,200510,0,C1,C1,C1,C1,C1
1911,200510,1,C0,C1,C1,C0,C0
3971,200511,0,C2,C2,C2,C1,C0
15891,200603,1,C0,C1,C1,C0,C2
10427,200601,0,C0,C0,C0,C0,C0
9635,200601,0,C0,C0,C0,C0,C0
12753,200602,0,C1,C1,C1,C1,C0
15327,200603,0,C2,C1,C1,C2,C0
11114,200601,1,C1,C1,C1,C1,C0
18919,200604,1,C2,C2,C2,C1,C2
1024,200510,0,C1,C1,C2,C0,C0
1102,200510,1,C1,C0,C1,C0,C0
2928,200510,1,C1,C1,C1,C0,C0
19309,200604,0,C1,C0,C2,C2,C0
9685,200601,1,C2,C0,C2,C1,C2
17317,200603,1,C0,C1,C1,C0,C2
20999,200604,0,C2,C1,C2,C2,C0
10087,200601,1,C0,C1,C2,C1,C1
14809,200602,1,C1,C1,C1,C0,C0
9173,200601,0,C2,C2,C2,C2,C0
2926,200510,0,C1,C1,C2,C1,C2
1181,200510,0,C0,C0,C0,C0,C0
18618,200604,0,C1,C1,C2,C1,C0
12958,200602,1,C1,C1,C1,C1,C2
19942,200604,0,C1,C1,C2,C1,C0
9979,200601,0,C1,C1,C1,C0,C0
10049,200601,0,C1,C2,C2,C1,C0
18604,200604,0,C1,C1,C1,C1,C0
6355,200512,0,C0,C0,C1,C0,C0
17149,200603,0,C0,C1,C1,C0,C1
8682,200512,0,C2,C2,C2,C2,C0
9004,200601,0,C0,C1,C1,C0,C1
3621,200511,0,C1,C1,C1,C0,C0
4984,200511,1,C2,C1,C0,C0,C0
9474,200601,0,C2,C2,C2,C1,C0
11967,200601,0,C2,C2,C2,C2,C0
10025,200601,1,C1,C1,C2,C1,C0
17271,200603,0,C1,C1,C1,C1,C0
12901,200602,1,C0,C0,C0,C0,C1
4471,200511,0,C1,C1,C1,C0,C2
20859,200604,0,C0,C0,C0,C0,C1
18950,200604,0,C1,C1,C2,C1,C0
12494,200602,1,C1,C1,C1,C0,C2
1232,200510,0,C1,C1,C1,C2,C0
14178,200602,0,C1,C1,C1,C0,C0
1750,200510,0,C1,C1,C2,C1,C0
10309,200601,0,C1,C1,C1,C1,C0
13767,200602,0,C1,C1,C1,C0,C0
9342,200601,0,C1,C1,C1,C0,C0
636,200510,0,C1,C0,C1,C0,C0
20660,200604,0,C2,C1,C0,C1,C2
17993,200603,0,C2,C2,C2,C2,C0
7265,200512,1,C1,C1,C0,C0,C0
4639,200511,0,C1,C1,C0,C0,C0
3050,200511,0,C1,C1,C0,C0,C0
19496,200604,1,C1,C2,C0,C1,C0
16723,200603,1,C1,C2,C2,C1,C2
4135,200511,0,C2,C2,C2,C1,C0
11477,200601,0,C2,C2,C0,C2,C0
9351,200601,0,C2,C1,C2,C1,C0
11422,200601,0,C2,C0,C0,C0,C0
15572,200603,0,C2,C1,C1,C1,C0
11736,200601,0,C1,C1,C1,C0,C0
16821,200603,0,C1,C1,C1,C0,C0
19928,200604,0,C1,C0,C1,C1,C1
15423,200603,0,C2,C2,C2,C1,C0
12367,200602,0,C2,C2,C2,C1,C0
14538,200602,1,C1,C1,C1,C0,C0
1877,200510,0,C1,C1,C1,C0,C0
5251,200511,0,C1,C1,C1,C0,C0
5096,200511,0,C1,C1,C1,C2,C0
10114,200601,0,C0,C0,C0,C0,C0
6221,200512,0,C1,C1,C1,C0,C0
15847,200603,1,C2,C1,C2,C1,C0
17893,200603,0,C1,C0,C1,C0,C0
7418,200512,0,C1,C1,C1,C1,C0
13554,200602,0,C1,C2,C1,C2,C0
1221,200510,0,C1,C2,C2,C1,C0
4053,200511,0,C1,C0,C1,C0,C0
17739,200603,1,C0,C1,C1,C0,C1
14338,200602,0,C0,C2,C0,C2,C1
9429,200601,1,C2,C0,C2,C1,C0
9353,200601,0,C2,C1,C1,C0,C0
16867,200603,0,C1,C0,C1,C0,C0
8956,200512,0,C1,C2,C1,C1,C0
13463,200602,0,C1,C1,C1,C0,C0
3890,200511,0,C1,C1,C1,C1,C0
16076,200603,1,C2,C2,C0,C1,C2
5498,200511,0,C1,C1,C0,C0,C0
763,200510,0,C2,C2,C0,C2,C0
18905,200604,0,C2,C2,C2,C2,C0
14684,200602,0,C1,C1,C1,C0,C0
19325,200604,0,C1,C1,C1,C0,C0
8509,200512,1,C0,C0,C0,C0,C1
6181,200512,1,C1,C2,C2,C1,C0
2114,200510,1,C1,C1,C1,C0,C0
8451,200512,0,C2,C2,C2,C2,C0
16279,200603,0,C1,C0,C2,C1,C1
18328,200604,0,C2,C2,C0,C1,C0
7519,200512,0,C2,C2,C2,C1,C0
19326,200604,0,C0,C2,C2,C1,C0
13156,200602,0,C1,C1,C1,C0,C0
13787,200602,0,C2,C2,C2,C1,C0
17383,200603,0,C2,C2,C2,C1,C0
13947,200602,0,C1,C1,C2,C1,C2
5633,200511,0,C1,C2,C2,C1,C0
2843,200510,0,C1,C1,C0,C0,C0
7782,200512,0,C1,C1,C1,C0,C0
19943,200604,0,C0,C0,C0,C0,C0
17338,200603,0,C2,C1,C1,C1,C0
6396,200512,1,C1,C1,C1,C0,C0
13172,200602,0,C2,C1,C2,C2,C0
19299,200604,0,C2,C2,C2,C1,C0
17624,200603,0,C0,C0,C0,C0,C0
11871,200601,1,C0,C0,C1,C0,C1
159,200510,1,C2,C2,C2,C2,C2
20473,200604,1,C1,C1,C0,C1,C1
14286,200602,0,C2,C2,C2,C2,C0
7632,200512,0,C1,C0,C1,C0,C0
17296,200603,0,C1,C1,C1,C2,C0
9733,200601,1,C1,C1,C1,C1,C2
7983,200512,0,C0,C2,C0,C1,C1
2210,200510,0,C1,C1,C1,C0,C0
19272,200604,0,C1,C1,C2,C1,C0
1142,200510,0,C1,C0,C1,C0,C0
5261,200511,1,C0,C1,C1,C0,C1
7089,200512,0,C2,C2,C2,C1,C0
11032,200601,1,C1,C1,C1,C0,C0
754,200510,0,C1,C1,C1,C0,C0
20364,200604,1,C1,C1,C1,C0,C2
2072,200510,0,C1,C0,C1,C0,C2
18502,200604,0,C1,C1,C1,C0,C0
14212,200602,1,C2,C1,C2,C1,C0
9480,200601,1,C0,C0,C0,C0,C1
10068,200601,0,C0,C1,C1,C0,C0
17202,200603,1,C0,C2,C2,C2,C2
18416,200604,0,C1,C1,C1,C0,C0
2381,200510,0,C1,C1,C2,C1,C0
14990,200602,0,C1,C1,C1,C0,C0
19581,200604,0,C2,C2,C2,C2,C0
2919,200510,1,C1,C1,C1,C0,C0
16530,200603,0,C2,C2,C2,C2,C0
20865,200604,0,C2,C1,C1,C1,C0
3504,200511,1,C2,C1,C0,C1,C0
5038,200511,0,C2,C2,C2,C1,C0
5314,200511,0,C0,C0,C0,C0,C1
14506,200602,0,C1,C1,C1,C0,C2
11197,200601,0,C1,C1,C1,C1,C0
4667,200511,0,C1,C1,C1,C0,C0
3218,200511,0,C2,C2,C2,C1,C0
1210,200510,1,C2,C1,C1,C1,C0
652,200510,0,C1,C2,C2,C1,C0
12168,200602,0,C2,C1,C2,C1,C0
1623,200510,0,C1,C1,C1,C0,C0
15446,200603,0,C1,C1,C1,C0,C0
13441,200602,1,C1,C0,C2,C0,C2
474,200510,0,C1,C1,C1,C0,C1
4263,200511,1,C0,C1,C1,C0,C1
13084,200602,1,C1,C1,C0,C0,C2
4596,200511,0,C1,C1,C1,C0,C0
2220,200510,1,C0,C2,C2,C1,C0
14385,200602,0,C1,C2,C2,C2,C0
16615,200603,1,C2,C0,C0,C0,C0
12214,200602,0,C1,C1,C1,C0,C0
7178,200512,1,C0,C0,C0,C0,C1
4194,200511,0,C0,C0,C1,C0,C1
15784,200603,0,C1,C1,C2,C0,C0
3420,200511,0,C1,C2,C2,C2,C0
18606,200604,0,C1,C1,C1,C0,C0
6428,200512,0,C1,C1,C1,C0,C0
417,200510,0,C2,C1,C0,C1,C0
7503,200512,0,C1,C1,C1,C0,C0
13369,200602,0,C1,C1,C1,C0,C0
9457,200601,0,C2,C2,C2,C2,C0
8944,200512,0,C1,C1,C2,C1,C0
623,200510,0,C0,C0,C0,C0,C0
9516,200601,0,C1,C1,C1,C0,C0
12946,200602,0,C2,C0,C0,C2,C0
17041,200603,0,C1,C0,C2,C1,C2
17137,200603,1,C1,C1,C2,C1,C0
12321,200602,0,C2,C0,C2,C1,C0
19508,200604,0,C0,C0,C0,C0,C0
7686,200512,0,C0,C0,C1,C0,C1
6831,200512,0,C1,C1,C1,C0,C0
4235,200511,0,C1,C1,C1,C0,C0
11523,200601,0,C1,C1,C1,C0,C0
14539,200602,0,C1,C1,C1,C1,C0
4728,200511,1,C1,C1,C1,C0,C0
15768,200603,0,C1,C1,C1,C0,C0
5095,200511,0,C1,C2,C2,C1,C0
13892,200602,0,C1,C1,C1,C1,C0
14749,200602,0,C2,C1,C1,C1,C0
19870,200604,0,C1,C1,C0,C0,C0
9841,200601,1,C1,C0,C0,C0,C0
4124,200511,0,C0,C0,C2,C0,C0
19083,200604,1,C1,C1,C2,C0,C0
3605,200511,0,C1,C1,C1,C0,C0
15062,200603,0,C1,C1,C1,C0,C0
1526,200510,0,C0,C1,C1,C0,C0
12124,200602,1,C0,C1,C1,C0,C2
11915,200601,0,C1,C1,C1,C0,C0
16557,200603,0,C1,C2,C2,C1,C0
5701,200511,1,C0,C0,C0,C0,C0
14921,200602,1,C2,C1,C0,C0,C0
5811,200511,0,C1,C1,C1,C0,C0
9740,200601,0,C1,C1,C2,C0,C0
4824,200511,0,C1,C1,C2,C1,C0
17626,200603,0,C1,C2,C2,C1,C2
15107,200603,0,C2,C2,C1,C1,C0
3501,200511,1,C1,C0,C2,C0,C2
3189,200511,0,C1,C2,C1,C1,C0
20887,200604,0,C2,C2,C2,C1,C0
625,200510,0,C0,C0,C0,C0,C0
17530,200603,0,C1,C1,C1,C1,C0
20200,200604,0,C0,C1,C0,C1,C0
5729,200511,0,C1,C1,C2,C2,C0
13727,200602,0,C1,C2,C0,C1,C0
7893,200512,0,C1,C1,C1,C0,C0
7031,200512,0,C1,C1,C1,C0,C0
17125,200603,0,C2,C2,C2,C1,C0
9391,200601,0,C2,C2,C2,C2,C0
17433,200603,0,C1,C1,C1,C0,C0
9317,200601,1,C0,C0,C0,C2,C1
12440,200602,0,C1,C1,C1,C0,C0
19351,200604,1,C1,C0,C0,C0,C2
15417,200603,0,C2,C2,C2,C1,C1
283,200510,0,C2,C2,C2,C1,C0
1461,200510,1,C0,C0,C0,C0,C2
4960,200511,0,C1,C1,C2,C1,C0
15668,200603,0,C2,C2,C1,C1,C0
18879,200604,0,C1,C1,C1,C1,C0
6018,200512,1,C1,C1,C1,C0,C0
3376,200511,0,C0,C0,C0,C0,C0
19541,200604,0,C2,C1,C2,C1,C0
1346,200510,0,C0,C1,C2,C1,C1
13585,200602,0,C1,C0,C1,C0,C1
18613,200604,0,C1,C1,C2,C1,C0
14189,200602,0,C1,C1,C1,C0,C0
7833,200512,0,C1,C1,C1,C0,C0
409,200510,0,C2,C2,C2,C2,C0
3926,200511,0,C1,C1,C1,C0,C0
7415,200512,1,C0,C0,C0,C0,C1
7970,200512,0,C2,C0,C0,C0,C0
2186,200510,0,C1,C1,C1,C0,C0
15736,200603,1,C0,C1,C1,C1,C1
11833,200601,0,C1,C1,C1,C0,C0
15846,200603,0,C1,C2,C0,C0,C0
14750,200602,0,C2,C2,C1,C2,C0
12666,200602,0,C0,C2,C1,C1,C1
20024,200604,0,C2,C2,C2,C2,C0
7995,200512,1,C1,C1,C1,C0,C0
19019,200604,0,C1,C1,C2,C0,C0
1753,200510,0,C2,C0,C0,C2,C0
3065,200511,0,C1,C1,C2,C1,C0
9736,200601,0,C1,C1,C1,C0,C0
8712,200512,0,C0,C1,C2,C0,C0
2021,200510,0,C1,C1,C1,C0,C0
16590,200603,0,C1,C1,C1,C0,C0
2820,200510,0,C0,C2,C0,C2,C1
38,200510,0,C1,C1,C1,C1,C0
12844,200602,0,C1,C1,C2,C1,C0
20452,200604,0,C1,C1,C1,C2,C0
2147,200510,0,C2,C2,C2,C1,C0
18829,200604,0,C2,C2,C2,C1,C0
5110,200511,0,C1,C1,C1,C0,C0
18319,200604,0,C1,C2,C2,C1,C1
12887,200602,1,C2,C2,C1,C1,C0
11862,200601,0,C1,C1,C0,C0,C0
2903,200510,1,C1,C1,C1,C0,C0
13452,200602,0,C2,C1,C2,C1,C0
869,200510,0,C1,C2,C2,C1,C0
460,200510,1,C1,C1,C1,C1,C0
8714,200512,1,C1,C1,C1,C0,C0
11093,200601,0,C1,C1,C1,C1,C0
12451,200602,1,C1,C1,C1,C0,C0
13827,200602,0,C2,C2,C0,C1,C0
9820,200601,0,C1,C1,C1,C0,C0
16671,200603,0,C1,C0,C0,C0,C0
7237,200512,0,C1,C2,C1,C1,C0
5598,200511,1,C1,C1,C2,C1,C0
19810,200604,0,C1,C1,C1,C0,C1
16626,200603,1,C1,C1,C1,C0,C2
15940,200603,1,C0,C0,C1,C0,C1
9995,200601,1,C1,C0,C1,C0,C0
8646,200512,0,C2,C1,C2,C1,C0
1822,200510,0,C1,C1,C2,C1,C0
13917,200602,1,C2,C2,C2,C2,C0
15224,200603,1,C2,C2,C2,C2,C0
5166,200511,0,C2,C1,C2,C1,C0
9344,200601,1,C0,C2,C2,C1,C2
7326,200512,0,C1,C1,C1,C1,C0
9677,200601,0,C1,C1,C1,C0,C2
16440,200603,1,C0,C1,C1,C0,C1
8615,200512,0,C1,C1,C2,C1,C0
4058,200511,0,C1,C1,C1,C0,C0
