,y
18744,0
8547,0
2705,0
8129,0
5466,1
1981,1
4489,0
4189,0
2677,0
7218,0
14495,0
10213,0
6627,0
3452,0
15135,0
1589,0
4977,0
19960,1
1457,1
8038,0
1243,1
17424,0
7604,0
20987,0
7208,0
4614,1
8152,0
9964,1
1531,0
18834,0
2529,0
15749,0
14554,0
11147,1
6707,0
1084,0
8693,0
20035,0
13636,1
11349,0
14596,0
20291,0
11460,0
11730,0
3490,1
3612,0
12265,0
13369,1
5984,0
15947,1
12876,1
17605,0
18732,0
17802,0
18362,1
19332,0
586,1
20237,0
8635,1
10614,0
7390,0
8381,0
1696,1
5049,0
14915,0
12299,0
5157,1
4958,1
12559,0
10752,0
1254,0
14882,0
15839,0
8748,0
17154,1
13362,0
1085,0
832,1
15114,0
10840,0
20149,0
2734,0
16067,0
12247,0
6516,0
7406,1
8333,0
6635,1
19933,0
6340,0
17461,1
19836,0
1253,0
9239,0
1297,0
9603,0
16810,0
20256,0
20048,0
9710,0
296,0
4764,0
20181,0
11723,0
2066,0
9476,0
8082,1
6513,0
11663,0
18911,0
19493,0
991,1
2674,0
6159,0
14022,0
13309,0
18703,0
14400,0
2826,0
3442,1
20121,0
240,0
17757,0
557,0
7342,0
20643,0
18027,0
4601,0
10903,0
20319,0
18471,0
14699,0
14307,0
18832,0
1003,1
14291,0
3259,0
7625,0
16392,0
14275,0
1202,0
3995,0
15466,0
515,0
3404,0
20351,0
19949,0
16737,0
18046,0
11592,0
15817,0
16038,0
3310,1
5089,0
8390,1
11582,0
17631,0
12054,1
4567,0
12725,0
937,0
13100,0
2337,0
12618,0
7308,0
8330,0
19799,0
7013,0
9282,0
7721,1
3350,1
701,0
11633,0
15983,1
1835,1
17603,0
8008,0
6526,0
18852,0
9315,0
18207,0
8350,0
10504,0
9372,0
4500,1
12904,1
14747,0
20423,0
18122,0
13829,1
14039,0
8434,0
8482,0
2631,0
17152,0
9857,1
16246,1
13038,0
13526,1
5202,0
17717,0
2018,0
19847,0
4682,0
6997,0
9016,0
18301,0
4997,1
20717,0
1171,0
12183,0
9490,0
8375,0
20840,0
15167,0
3108,0
2118,0
6566,1
19767,1
231,1
8346,0
15863,0
15864,0
5524,0
116,0
11831,0
13775,0
16789,1
633,0
1369,0
15511,0
512,0
11881,0
12728,0
13691,0
8947,1
13534,0
969,0
1274,0
12767,1
11700,0
2444,0
7289,0
8407,0
2790,1
18420,1
59,0
4994,0
19587,1
2496,0
5326,0
68,0
20759,0
11806,0
16705,0
13649,0
7757,0
13738,0
16572,0
20929,0
9597,0
6158,0
12888,1
8243,0
17345,0
3756,0
18004,0
2147,0
9109,0
2494,1
9077,1
6677,0
2912,1
7830,1
3899,0
5975,0
17781,1
10176,0
9155,0
4192,1
9692,1
11681,1
18581,0
20558,0
13596,0
17613,0
8993,0
13670,0
655,1
2245,0
5716,0
9098,1
6323,0
20851,1
718,0
1964,1
127,1
13858,0
591,0
18969,0
7399,1
6579,1
11607,0
16621,0
16693,1
19083,1
14378,1
16635,0
17287,0
13635,1
13604,1
4949,0
2140,0
18534,0
2543,0
1228,1
8492,1
9434,0
3599,0
20541,1
16582,1
14355,0
1508,0
2452,0
4755,0
10737,0
9133,0
8060,0
5374,0
3931,1
9803,0
20217,0
3162,1
8027,0
15087,0
17344,0
6628,0
20385,0
5855,0
9954,1
9936,0
1070,0
18942,0
11242,0
9164,1
1574,0
17383,0
11781,0
11643,1
11780,0
20633,0
17563,1
12008,0
8052,0
1318,0
7928,1
1629,0
3323,0
4059,0
12632,0
16455,0
15978,1
14415,0
6510,0
8411,0
20235,0
1829,0
5468,0
17979,0
18411,0
8765,1
3349,0
14649,1
2818,0
15021,0
684,0
17429,1
17331,1
1181,0
19391,0
4597,0
20116,1
15460,0
5158,0
15593,1
18101,1
10352,0
11562,0
10310,0
7503,1
12596,0
2134,1
6971,0
19199,1
4871,0
12512,0
18433,0
9432,0
16913,0
9682,0
18898,1
867,0
7968,1
7568,1
15397,0
19403,0
17952,0
17893,0
1869,1
17029,0
6320,1
10970,1
3722,0
16484,1
11993,0
10761,1
3383,1
6237,1
12715,0
6324,0
4978,0
79,1
16362,0
18936,0
1363,0
14023,0
82,1
6843,1
18975,0
5584,0
16627,1
519,0
7262,0
3738,1
5627,0
6799,1
18893,0
16709,0
8830,0
19563,1
19652,0
9983,0
19453,1
14413,0
902,0
1585,0
19637,1
12227,0
15307,0
15261,0
20658,1
11886,0
9371,0
13074,0
7321,0
20501,0
15446,0
1430,0
2133,0
5356,0
3148,0
16716,0
15885,0
14577,0
12248,0
10076,0
6802,0
8743,0
2680,0
17469,0
15739,0
14746,1
15780,0
10297,0
4291,0
864,0
11308,0
16037,0
6441,0
18753,0
1709,0
2890,0
20123,0
6673,0
14418,0
3400,0
15218,0
1803,0
16756,0
16732,0
12057,0
11568,1
1182,1
10906,0
3454,0
7334,0
20267,0
14533,0
17091,0
13185,1
19695,0
20244,0
9939,0
43,0
17064,0
15084,1
3717,0
10530,0
10403,0
20866,0
20564,0
12525,1
9377,1
16101,0
446,0
16822,0
15088,0
17895,0
20722,0
6622,0
20620,1
5798,0
719,0
20438,0
9462,1
9454,0
916,0
16983,0
71,1
2067,0
8271,0
14988,1
7698,0
3760,0
5093,1
18359,1
4085,0
9471,0
14723,0
10920,1
862,1
3037,0
2619,1
10878,0
4459,0
19712,0
16485,0
13907,0
18100,1
4706,0
17520,0
3163,0
12436,0
10131,0
6639,1
10096,0
14360,0
6937,0
18209,0
19015,0
20664,1
10636,0
14074,1
9165,0
10234,0
8282,0
10344,0
1210,0
12393,0
10747,0
9947,0
990,0
6022,0
3040,1
1857,0
11631,0
5419,1
353,0
9468,1
13624,0
5770,1
11283,0
19386,0
15979,0
18668,1
2600,1
13747,0
1676,0
4222,0
6554,0
693,0
18003,0
6612,0
14934,0
6919,0
9971,0
6374,0
7430,0
14773,0
15336,0
13923,0
7774,1
5485,1
5451,0
14151,0
13832,0
9712,0
10979,1
112,0
12699,0
20958,0
19483,0
17661,0
6504,0
14171,1
10693,0
7514,0
9055,0
849,0
11536,0
4574,1
4875,0
47,1
300,0
14143,1
7987,1
17422,0
4005,0
15889,0
12203,0
15958,0
15491,0
18056,0
17557,0
12420,0
18229,1
14813,0
6176,1
20273,0
19885,0
5693,0
16299,1
6380,0
9623,0
16903,0
11030,1
10340,0
16283,0
12004,0
199,1
16950,0
20440,1
7786,1
8056,0
15906,0
8796,1
17264,1
19912,1
20948,0
7032,0
17812,1
15079,0
838,0
3748,0
10945,0
20609,0
15423,0
1952,0
2956,1
19928,0
5256,0
16617,0
2645,0
10381,0
11571,0
12835,1
6735,0
1928,0
27,0
163,0
20124,0
18225,1
15668,0
5486,0
9381,0
19409,0
19677,0
10404,0
9919,0
14958,0
7797,0
5412,0
13110,1
14284,0
7520,0
1461,0
3351,0
17761,1
19782,1
8789,0
20287,1
3021,0
10700,0
2465,1
20008,0
17517,0
9392,0
9334,1
20552,0
15098,0
18060,0
11661,1
13848,0
11077,0
14081,1
13005,0
20855,1
18185,1
4933,0
12797,0
621,0
18711,0
18952,0
20985,0
8811,1
14784,0
15329,0
4920,0
15068,0
9420,0
5169,1
815,0
10751,1
1661,1
16648,0
17005,0
912,0
11807,1
14200,0
18240,0
11758,0
12223,1
20535,0
145,0
8507,0
606,0
6908,0
1522,0
6457,0
16118,0
6814,0
13184,1
668,0
19994,0
8622,0
16373,0
7594,0
15036,0
16689,1
8628,0
9842,1
9566,1
8127,0
20067,0
5071,1
3918,1
10866,0
5343,0
1133,0
8818,0
138,1
14673,0
16641,0
1915,0
559,0
16198,0
12418,0
12513,0
9563,0
6581,1
18480,0
4207,0
3550,1
18995,0
875,0
8531,0
10855,0
8427,0
2649,0
61,0
12842,0
19829,0
10446,1
20312,0
3366,0
8981,0
4926,0
4965,0
12641,0
7184,0
9911,0
5653,0
8828,0
12634,0
6107,1
13065,0
13575,1
14283,0
8352,0
14757,0
8302,0
15956,0
5407,0
16160,0
9101,0
12851,0
508,0
1241,0
7222,0
17566,0
680,0
11982,0
3867,0
12918,1
16025,1
755,0
8601,0
4125,0
16463,1
15516,1
17867,0
5030,1
18594,0
11887,0
2025,1
15298,0
18069,0
18221,1
8587,0
12080,0
10730,0
10576,0
8357,0
14162,0
6473,0
19944,0
9139,0
852,0
5110,0
16058,0
4167,0
3687,1
4599,0
10348,0
7936,0
6259,0
6205,0
20718,0
9107,1
16236,0
14651,0
7542,1
4957,1
14853,0
1694,1
17067,0
9053,0
944,0
19680,0
15798,0
15430,0
13509,0
12659,0
17431,1
8376,0
14351,1
7475,0
10059,0
5626,1
6738,1
9906,0
2225,1
7397,1
18985,0
8927,0
12742,0
4351,1
535,0
8905,0
7596,0
7957,0
2841,0
13374,0
18899,1
7176,0
15853,1
12771,0
241,0
13296,0
8921,0
14804,1
5331,0
19054,0
13601,0
17455,0
15107,0
13720,1
14714,0
8757,0
9572,0
5498,0
18243,0
5871,0
16068,0
17750,0
18853,0
6918,0
11560,0
380,0
5237,0
14718,0
19389,1
11605,0
18204,0
4826,0
20051,0
7441,0
8141,0
1883,0
14620,0
20254,1
14719,0
3278,0
14598,1
16136,0
18012,1
19153,0
12777,0
17039,1
18521,0
15821,0
14498,0
11434,0
6765,0
8044,0
6734,0
8570,0
1175,1
12005,1
9567,0
19860,0
10275,0
113,0
578,0
16399,0
3703,0
8064,0
4714,0
13112,0
7368,1
15429,0
20505,1
15675,1
1801,0
18071,1
1993,0
20741,1
12514,0
8338,1
11528,0
11864,0
19149,1
11080,1
11702,0
18598,0
3097,0
7445,0
3875,0
14326,0
18159,0
11559,1
17574,0
10825,0
12261,0
722,0
9317,0
5598,0
20576,0
4652,0
4461,1
15563,1
12193,0
12879,0
335,0
14865,1
16205,0
6967,0
11480,0
351,0
6307,0
9650,1
13140,0
15703,0
12144,0
3001,0
18326,1
9832,1
18881,0
20691,0
17981,0
7841,0
11389,0
9529,0
6128,0
9458,1
6925,1
14624,0
20272,1
7576,1
2478,0
8533,0
9631,0
8097,0
11153,0
18991,0
6979,0
17108,0
15333,0
10505,0
3825,0
12944,0
16540,0
17639,0
18201,0
5092,0
11235,0
12933,0
2511,1
15655,1
6583,1
6704,0
6553,0
11748,0
18596,0
757,1
10803,1
7442,0
750,0
3531,0
16774,0
7801,1
12079,0
9039,0
13218,1
14680,0
12575,0
14511,0
9102,1
2914,0
2642,0
1459,0
6102,0
15764,0
16250,0
11845,0
4859,0
13822,1
18541,0
1939,0
8354,0
2928,0
10269,0
20043,0
5585,0
16907,1
14772,0
3164,0
15596,0
20029,0
16262,0
9006,1
11374,0
20756,1
19797,0
19727,1
6212,0
8343,0
1365,0
6469,0
18517,0
6168,0
6299,0
15092,0
2424,0
5248,1
18729,0
10563,0
8847,0
3183,0
10660,0
4946,1
13976,0
20380,1
4225,0
6823,1
4710,0
10940,0
10887,0
20263,0
17498,0
18495,0
10517,0
7754,0
1400,0
18702,0
4751,0
15083,0
3502,0
3361,0
124,0
2317,0
12642,0
12864,0
8039,0
20162,0
11707,0
10191,0
1728,0
15556,0
1030,0
3894,0
19995,0
9550,0
2089,1
16419,0
9957,1
13715,0
2155,1
13109,0
17319,1
8937,1
9035,0
8834,0
7696,1
3625,1
5252,0
12040,0
3724,0
18424,0
11198,0
7914,0
5208,0
16064,0
18967,1
18189,0
16441,0
1097,0
3287,1
6288,0
11204,0
7171,0
17816,0
4277,1
8535,0
15522,0
9054,1
1025,0
17310,0
403,0
7003,0
7072,0
3771,0
11444,0
3670,0
15366,0
10941,0
818,0
14945,1
15766,0
20226,0
4632,0
6285,0
2149,0
7131,0
20684,1
12462,0
19415,1
19020,0
1973,0
6905,1
2582,1
18866,0
5640,0
14358,0
10672,0
18072,0
11050,0
5791,0
3573,1
18368,1
8432,0
18679,0
10183,1
16010,0
10756,1
8100,0
17866,1
7866,0
1517,1
20059,0
15527,0
17703,0
1916,0
11457,0
16252,0
2076,0
9328,1
14153,0
3457,1
10725,0
18107,0
4490,0
18388,0
7593,0
5654,0
3181,0
2358,0
9378,0
19706,0
928,0
7327,1
632,0
13628,0
15508,0
3106,0
4261,0
19032,0
399,0
10170,0
6415,0
14069,0
9231,0
12447,0
3608,0
2221,0
1547,0
13343,0
12959,0
3880,0
20719,0
115,1
4650,0
7109,0
12705,1
14318,0
6300,0
2682,0
5079,0
2988,0
10081,0
237,0
12110,0
9989,0
11690,0
4781,0
14062,1
11534,0
8240,0
3631,0
72,0
7140,0
16361,0
17019,1
13450,0
4157,0
5894,1
8540,0
3678,0
20732,0
8140,0
12316,0
18473,0
3477,0
7729,0
1767,0
14994,0
13323,1
17071,1
10869,1
14910,0
18136,0
3339,1
12346,1
4086,0
1758,0
1848,0
12333,1
1159,0
16149,0
14844,0
1875,0
8935,0
10711,0
614,0
12960,0
4468,0
19494,0
18261,0
5160,0
13297,0
8839,0
16851,0
16986,1
5193,1
14156,0
9137,0
14192,0
211,1
1576,0
9736,0
15296,0
7156,0
14266,0
18248,0
2491,1
8816,0
11285,0
7488,0
4156,0
2773,0
14981,1
17445,1
1643,0
15628,0
5551,0
17229,0
1204,0
4619,0
10781,0
20597,1
16472,0
9777,0
2576,0
2769,0
10334,0
11901,0
8385,0
7020,0
8446,1
9717,0
4654,0
15953,0
1143,0
8814,0
2026,0
15486,0
12163,0
10129,0
16367,1
16925,1
1513,1
9329,0
11225,0
20299,0
15713,0
6144,0
12551,0
5968,0
19028,0
3956,0
6763,0
17741,1
10447,1
1965,0
17393,1
8897,0
13207,0
1065,0
11762,0
3532,0
20644,1
18665,0
7141,0
18458,0
7959,0
4465,0
13689,1
14103,0
8606,1
120,1
4981,1
14228,0
20085,0
406,0
5420,0
20212,1
19735,0
1089,0
10578,0
7946,1
2731,1
5876,0
4506,0
9875,0
13900,0
18499,0
11185,0
3013,0
647,0
19614,0
3053,0
2782,0
122,0
6866,0
6198,0
8602,0
12390,0
9450,0
13613,1
3405,0
3789,0
712,0
16860,0
15470,0
131,0
8200,0
3370,1
10929,0
885,0
16768,0
14170,0
20201,0
19187,0
3121,0
13676,0
16113,0
8918,0
14594,0
3187,1
7548,0
19650,0
778,1
8724,0
5026,0
20875,0
10820,0
12401,0
5949,1
9775,0
2666,0
13449,0
1045,0
8167,0
16505,1
5758,1
14536,0
11763,1
3605,1
98,0
11158,0
7575,0
11898,0
13106,0
11900,0
19539,0
7090,0
11988,0
1386,0
9815,0
7910,0
3992,1
65,1
11270,1
11254,0
12772,1
13206,0
17303,1
6417,0
5052,0
16352,1
19136,0
2781,0
8332,0
12441,0
2211,0
15786,0
11593,0
9393,0
2553,0
11600,0
18462,0
17978,0
19358,0
19621,1
8287,0
15291,0
16021,0
8453,1
6642,0
16434,1
4620,0
2770,0
4777,1
19211,0
18191,0
11130,0
4964,0
12446,0
3492,0
14055,0
9219,0
5583,0
7563,0
13058,1
15950,1
9660,1
8050,0
15028,0
17828,0
17128,0
12383,0
12424,0
17074,0
17388,1
18842,0
9268,0
11671,1
15033,1
6966,0
17010,0
2589,1
7458,0
18272,0
9742,0
4569,1
18752,0
12298,0
1346,0
19221,0
1802,0
14094,0
9716,0
554,0
5446,0
20383,0
7860,1
5902,0
18819,0
18108,0
10601,0
3772,0
14703,0
5122,0
17939,0
4375,1
17240,0
18153,0
500,0
9933,1
16324,1
11468,0
5014,0
16567,0
12680,0
15038,0
671,1
11836,0
6343,1
20567,0
5075,1
11289,0
14580,0
12207,0
3082,0
7622,0
20314,1
13445,0
6121,1
4103,0
4454,1
5418,0
11603,0
837,0
15799,0
20315,0
11376,0
4561,0
11089,1
14167,1
20234,0
9416,0
982,1
14294,1
5146,1
12422,0
14343,0
4750,1
2359,0
20408,1
19659,1
5967,0
14048,0
4314,0
15179,1
6868,0
9156,0
16039,1
7428,0
19052,1
1055,0
16867,0
8172,1
4176,0
18563,0
2810,0
11448,0
17599,0
20090,1
8926,0
17912,0
20370,1
20784,0
15363,0
9455,0
3869,0
14230,1
9694,1
10358,0
5714,1
15170,0
14067,0
5990,0
10733,0
20595,0
6889,0
14198,0
8340,1
18547,0
4275,1
4249,0
11541,0
15673,0
3317,0
15183,0
12258,0
5629,0
7756,0
13075,0
18376,0
8857,1
16773,0
13424,0
5786,1
10430,0
5549,0
10738,0
10082,0
3338,0
12318,1
8238,1
2775,0
1106,0
18675,0
20951,0
5825,0
7438,0
19575,0
3193,0
8720,0
3947,0
7038,0
15431,0
18871,0
20150,0
14670,0
8495,0
17640,1
19624,0
13408,0
7712,0
689,0
4023,0
650,0
7278,0
14922,0
11482,0
2218,1
3176,0
8259,1
12588,1
14560,1
19113,0
4475,0
3261,0
4391,0
17938,0
14043,0
3755,0
5767,0
1810,0
12920,0
6384,0
10543,0
4415,0
9885,0
8114,0
14547,0
12984,0
15931,0
6605,0
15695,0
3617,0
5624,0
7745,0
4684,0
11073,0
443,0
4394,0
13757,1
12201,1
6429,1
3886,0
17856,0
7586,0
20738,1
8173,0
2766,0
18043,0
18025,0
16176,0
6917,1
10290,0
4651,1
9181,0
13221,0
5404,1
5717,0
8062,0
3964,0
17252,0
4587,0
9398,0
1451,1
11548,0
1991,1
216,1
2809,0
7242,0
18840,1
4953,0
13274,1
6349,0
11855,0
12508,1
4175,1
15436,0
5197,0
19901,0
16489,1
14449,0
7769,0
3842,0
19037,0
17932,0
5303,0
4255,0
11450,0
2119,0
1439,0
12453,1
12511,0
3129,0
6414,0
15622,0
17837,0
16417,0
16522,0
11466,0
7473,0
2227,0
18257,1
13491,0
20341,0
14643,0
13790,0
6175,0
2437,1
3173,0
5051,0
3422,0
18816,0
12664,0
20700,0
16788,1
7237,1
1619,1
258,0
5282,0
10367,1
9482,0
13551,0
6754,0
18040,0
3088,0
2402,0
15149,0
14951,0
15835,0
17728,0
3401,0
18527,0
15328,0
14993,0
11813,1
15142,0
10528,0
3275,1
2792,0
15672,1
7033,0
12121,1
12220,0
7476,1
9136,0
3378,0
17749,0
11506,0
10231,0
11618,0
3377,0
12926,0
19669,0
15205,0
12974,0
13593,0
157,0
10806,0
17909,1
20154,0
7115,0
7951,0
1945,1
20536,0
7617,1
3230,1
11001,0
19810,0
12191,1
10056,0
6786,0
15131,0
6820,1
12426,0
15769,0
14323,0
2445,1
17720,0
11768,0
9790,0
3170,1
9045,0
15209,0
10623,0
4737,0
198,0
4067,1
3440,0
11777,0
3266,0
17961,1
2420,0
1383,0
11521,0
20131,0
4624,0
2733,0
3614,0
8590,0
9807,0
1076,0
16752,0
4558,1
13761,0
6688,0
14856,0
16764,0
11576,1
8178,1
3346,1
20103,0
18966,0
14520,0
14263,0
12648,0
8519,0
35,0
14334,0
2579,1
18111,0
6450,0
3359,0
1411,0
20636,0
5023,0
10007,0
19236,0
20814,0
36,0
20156,0
1997,0
11778,0
4278,0
7241,0
17796,0
15711,0
17607,0
2611,0
16968,0
11069,0
12423,0
19384,0
8773,1
11955,0
14754,0
9421,0
8952,0
19388,0
15696,1
10694,0
15245,0
7895,0
14085,0
7474,1
15403,0
18061,0
12991,0
2150,0
20588,0
18370,1
8149,0
9374,0
2286,0
709,0
19747,0
7684,0
12660,0
12058,0
1873,0
8071,0
7403,0
9106,1
20806,1
4462,0
1158,0
9724,0
1219,0
3415,0
17791,0
4876,0
17593,0
10863,0
12100,0
11978,0
8861,0
16645,0
7766,0
8783,0
10902,0
18808,0
16760,0
19835,0
10572,0
17475,0
12861,1
13395,0
2281,0
1685,0
17261,0
9972,1
16348,0
13280,0
3879,0
1634,0
16181,1
17205,0
18948,0
8788,1
4338,0
6521,1
14678,0
2591,0
18919,1
11766,0
1998,0
9290,0
16461,1
11294,0
2328,0
12028,0
1128,0
9034,0
6083,1
16503,0
3624,0
15731,0
5690,1
16476,0
6849,0
18154,0
3736,0
2231,1
6111,1
6946,1
5368,0
17596,0
6255,1
1943,0
4443,0
8242,0
13287,1
13724,0
20678,1
16191,1
9497,0
15020,0
7791,0
9464,0
7159,0
6109,0
2410,0
8999,0
20647,0
7726,1
1428,1
14369,0
19723,0
10805,0
20519,0
3830,0
2577,0
20323,0
12379,0
17674,0
18402,0
7526,0
3895,0
5339,0
189,0
20431,0
5148,1
20822,0
9121,0
9834,0
5172,0
10692,0
3694,1
6996,0
14885,0
5147,1
7110,0
16073,0
13612,0
10569,0
18409,1
6736,0
5294,1
19700,0
11985,0
5575,0
2461,1
5399,1
16847,1
18580,0
1432,1
4816,0
13918,0
6097,1
14839,0
19670,0
9780,0
10175,0
2824,1
8528,0
20342,1
5355,0
5732,0
12140,0
10643,0
1528,0
5086,0
14329,0
16531,0
16378,0
3993,1
15048,0
6390,0
8066,0
1807,0
1094,0
6310,0
11620,0
9982,0
8310,0
11203,0
16872,1
1353,0
15957,1
17411,0
15857,0
4180,0
8400,0
14491,0
6981,1
11451,1
4388,0
12611,0
19454,0
9344,0
499,0
20044,0
11931,0
8677,0
14713,0
13807,0
1124,0
8829,0
9030,0
18657,0
9449,1
4924,1
13257,0
15687,0
3819,1
17311,1
8676,0
19003,0
18737,1
894,1
18416,0
15413,0
12351,0
19585,0
20668,1
5843,0
727,0
16741,0
20995,1
2855,0
7626,0
7478,0
6351,1
13418,0
15982,0
17696,0
10066,0
7566,0
953,0
18644,0
3071,1
6190,0
10128,1
13351,0
3117,0
5171,1
1148,0
20706,0
13298,0
428,0
16951,0
4174,1
11918,0
10946,0
15690,0
19491,0
15635,0
4136,0
18900,0
19639,0
19099,0
25,0
8023,0
20387,1
2712,0
1463,0
3921,0
18884,0
20153,1
1178,0
16769,0
14689,0
1564,1
20025,1
8624,0
8919,1
4068,1
2041,0
6472,0
5860,0
911,0
1639,0
3086,0
15583,1
6278,0
9799,1
9738,0
16997,0
20448,0
3179,0
17817,1
4877,0
14912,1
16974,1
3865,0
7134,1
19360,1
9326,0
4485,0
275,0
3926,0
13562,0
4717,0
6881,0
8148,1
20525,1
17370,0
9147,1
8754,0
4845,1
16211,0
14518,1
18202,0
11072,1
13626,0
3863,1
4257,0
12657,0
3814,0
6928,0
4908,0
10971,0
12757,0
16032,0
4315,0
2537,1
8569,0
19379,0
12035,0
20520,1
311,0
7142,0
18826,0
18084,0
14980,1
20058,0
13732,0
710,0
3870,1
15190,0
7916,0
16284,0
19467,0
6405,0
9788,0
8249,1
9590,0
15996,1
3818,0
13516,0
8661,0
17633,0
2239,0
15443,1
20893,0
11170,1
2617,1
15421,1
10713,1
7637,0
7649,0
20447,0
10907,1
9587,0
13672,0
2685,0
14860,0
11395,0
10508,0
4286,0
3433,0
7759,0
7570,0
3331,0
15022,0
15488,1
393,0
11304,0
2302,0
6264,0
2651,1
698,0
10914,1
2992,0
14984,0
18175,0
8043,1
1456,0
14671,1
18369,0
6020,0
9220,0
13843,0
14679,0
16326,1
15447,1
931,1
8358,0
16596,0
9584,1
17477,1
15524,0
4383,0
10784,0
17879,1
15637,0
4667,0
19381,0
20275,1
14955,0
11314,1
14731,0
5041,1
9347,0
16667,1
11683,1
18440,0
20252,1
13510,1
18791,1
10469,0
19355,0
10629,0
4491,0
14931,0
8740,0
5194,0
2546,0
1281,0
11725,1
5342,0
2598,0
6921,0
10253,0
2507,1
6199,0
1398,0
10625,0
1856,0
18533,0
3151,0
10785,0
2033,0
7599,0
20854,1
2016,1
19967,0
19451,0
20666,0
20523,1
1693,0
8230,1
13713,1
4444,0
19959,0
16385,0
13303,0
125,0
3784,0
5793,0
465,1
3893,0
12157,0
15376,0
8077,0
9663,0
9150,0
2892,0
2697,0
15700,1
20343,0
6193,0
12359,0
12663,1
13914,0
1358,0
14595,0
1014,0
15843,1
12417,0
12479,0
12795,0
17462,0
2570,0
7828,0
19364,0
20708,0
2978,0
9796,0
14613,0
5946,1
8299,0
8409,0
10652,0
12606,1
20228,0
13219,0
7660,1
19986,0
6610,0
4999,0
8541,1
19458,0
11367,1
4010,0
11841,0
11249,0
19008,0
5675,0
6436,0
6339,0
16700,1
7882,1
17084,0
20376,0
11387,1
18585,0
2005,0
10097,0
5321,0
15464,0
16498,0
17430,0
12914,0
5772,0
18361,0
20660,1
1334,1
10437,0
11970,1
1584,0
15219,0
16072,0
259,1
10695,1
8179,0
3737,0
18192,1
12455,0
18835,0
670,0
1058,0
2230,0
9073,0
10522,0
18798,0
9946,1
4527,1
20936,1
2059,0
5279,0
4792,0
3603,0
20665,0
2644,1
11752,0
18600,0
15214,0
11231,0
18718,1
716,0
1989,1
3391,0
3421,0
13641,0
1792,0
19798,1
9916,0
8213,0
11634,0
20106,0
16734,0
13059,0
8807,0
17120,0
10463,0
20546,0
20954,0
14675,0
564,0
4226,1
1235,1
20088,0
15006,0
3864,0
8026,0
19478,0
17097,0
16771,1
17666,0
1120,1
12844,0
15709,0
5038,1
15272,0
12755,1
1832,0
825,0
12517,0
3286,0
1797,0
318,0
13965,0
13890,0
20977,1
6418,0
15573,0
8670,0
4400,0
7923,0
19689,0
20695,1
9860,0
10532,0
9270,0
11734,0
10316,1
4299,0
3580,1
2949,0
8883,1
18747,0
2349,1
14252,0
2195,0
14886,0
5892,1
16296,0
17452,1
18129,1
20344,0
6759,0
9008,0
13780,1
482,0
12148,0
3068,0
5839,0
7896,1
20680,1
7529,0
12781,0
12177,0
18021,0
331,1
9521,0
17427,0
14088,0
20757,1
16402,0
8467,1
13347,0
11893,0
19148,0
8111,1
4987,0
18325,0
16066,1
7731,0
14225,1
17,0
394,0
15951,0
3942,0
5283,0
8819,0
6321,0
2916,0
12964,0
10064,1
13973,0
5997,0
18613,0
5655,0
20773,0
12560,0
20076,1
15554,0
16478,1
7507,0
5377,0
12647,0
13894,0
3691,0
2068,1
1781,0
164,0
75,0
14136,0
9429,0
3749,0
14983,0
8292,1
7723,0
17369,0
9404,0
20612,0
15493,0
20844,0
12146,0
62,1
5519,0
870,0
17380,0
13356,0
15659,0
14644,0
5951,0
20102,0
7053,1
19354,1
13728,0
20481,0
4246,0
20791,0
16681,0
14148,0
3384,1
11188,0
13714,0
10470,0
9093,1
20993,1
18233,0
2457,0
7215,1
14805,0
9719,0
12965,0
3304,1
19523,0
12907,0
11635,0
20041,0
12824,1
1187,0
17916,1
3689,0
17416,0
5705,1
15517,1
6827,1
12374,1
5371,1
14256,0
18562,0
12084,1
15108,0
7097,0
10208,0
17647,1
7000,0
13868,0
52,0
9912,0
15380,0
17364,1
17305,0
14120,0
17493,0
18271,0
8091,0
7119,0
6951,1
6582,1
9281,0
7501,0
1729,0
20374,0
20115,0
6019,1
8521,0
1955,0
2128,1
3714,0
18268,0
18195,0
16255,0
3253,1
7585,0
9545,0
7676,0
18146,0
4592,1
15355,0
669,1
17082,0
8736,1
20015,0
9878,0
19201,0
7459,0
11307,0
13685,0
16759,0
13539,1
1506,0
19548,1
1566,0
16644,1
16545,0
2951,0
10841,1
5315,0
11689,0
15638,1
13836,0
14656,0
5124,0
13025,0
4161,1
14359,0
280,0
6571,0
18643,0
16856,0
11975,0
20171,1
15210,0
19832,0
20258,0
20838,1
8596,0
13681,0
1534,0
16162,1
12135,0
17991,0
10642,0
12574,0
18417,0
9292,1
8992,0
11103,0
2468,0
16257,1
10982,0
10868,0
8824,1
11822,0
7150,0
20213,0
7319,1
7850,0
1013,0
12749,0
13468,1
14336,0
3971,1
1304,0
7149,0
9255,1
5872,0
373,0
9278,0
18986,0
20036,0
3251,0
5836,0
16093,0
6137,1
13118,0
1646,1
19714,0
6658,1
1561,0
3083,0
18992,0
13398,0
14333,1
18628,0
14429,0
20000,1
15496,0
14221,0
395,0
5245,0
19124,0
20556,0
17848,0
11074,1
4216,0
11210,0
13700,0
17597,0
19198,0
18648,0
16917,0
14321,0
7257,1
909,0
11375,0
15045,0
873,0
20097,0
12228,0
17244,1
5,0
14034,1
5044,0
17243,0
16671,0
19338,0
4824,0
4769,1
17686,0
5267,0
17951,0
16234,0
16317,0
