,id,safra,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,sum_bill,avg_bill,max_bill,sum_bill,avg_bill,max_bill
4449,4450,200511,300000,1,2,2,29,0,0,0,0,0,0,49833,49831,51818,50244,49484,53472,5000,5000,5000,5000,5000,5000,304682.0,50780.33,53472.0,30000.0,5000.0,5000.0
12336,12337,200602,50000,1,2,1,38,0,0,0,0,0,0,22178,21976,21697,20683,19283,19965,1700,1650,850,700,1000,1000,125782.0,20963.67,22178.0,6900.0,1150.0,1700.0
9974,9975,200601,50000,2,1,2,27,0,0,0,0,0,0,39607,40399,36712,33485,37712,40065,5014,5000,5000,5000,5000,5000,227980.0,37996.67,40399.0,30014.0,5002.33,5014.0
14966,14967,200602,120000,2,2,1,34,0,0,0,0,0,0,88210,86473,86353,84327,82469,82491,3300,3022,3100,3000,3100,3000,510323.0,85053.83,88210.0,18522.0,3087.0,3300.0
14097,14098,200602,50000,1,2,1,50,1,1,-2,-2,-2,-2,36750,0,0,0,0,0,5000,0,0,0,0,0,36750.0,6125.0,36750.0,5000.0,833.33,5000.0
18095,18096,200604,300000,1,1,1,38,0,0,0,0,0,0,113807,103759,90827,78887,57682,35493,4511,3300,4505,4200,2500,25151,480455.0,80075.83,113807.0,44167.0,7361.17,25151.0
10489,10490,200601,200000,2,2,1,31,1,2,0,0,0,0,153829,153229,148438,143121,141466,128846,7022,6700,5500,6000,9800,0,868929.0,144821.5,153829.0,35022.0,5837.0,9800.0
12356,12357,200602,150000,2,5,2,33,0,0,0,0,0,0,232327,237150,239410,39584,32815,35626,5877,5419,1009,1120,5000,7128,816912.0,136152.0,239410.0,25553.0,4258.83,7128.0
14076,14077,200602,120000,2,2,2,27,0,0,0,0,0,0,110686,103869,90809,67313,16040,116654,7000,5000,5000,4000,110000,4593,505371.0,84228.5,116654.0,135593.0,22598.83,110000.0
10075,10076,200601,160000,2,1,1,34,1,-2,-2,-1,0,-1,-49,-375,-1027,603,277,1451,0,0,1630,0,1500,0,880.0,146.67,1451.0,3130.0,521.67,1630.0
10897,10898,200601,50000,1,3,2,41,0,0,2,-1,0,0,48238,35194,9802,26781,28542,29235,4866,126,58542,3032,2000,2000,177792.0,29632.0,48238.0,70566.0,11761.0,58542.0
12138,12139,200602,50000,2,1,2,25,0,0,0,0,0,0,42056,46024,45452,45450,41154,39034,5000,2000,1500,2000,4000,1364,259170.0,43195.0,46024.0,15864.0,2644.0,5000.0
8408,8409,200512,50000,1,3,1,30,0,0,0,0,0,0,50545,49502,46418,19980,19751,20477,2603,1621,1000,1000,1204,1000,206673.0,34445.5,50545.0,8428.0,1404.67,2603.0
11291,11292,200601,180000,2,3,1,31,-2,-2,-2,-2,-2,-2,247,1562,1548,768,0,0,1562,1548,768,0,0,0,4125.0,687.5,1562.0,3878.0,646.33,1562.0
18784,18785,200604,230000,2,2,2,26,-1,-1,0,0,0,-1,18612,90523,86813,35695,5555,15165,90523,10000,5170,5000,15165,8981,252363.0,42060.5,90523.0,134839.0,22473.17,90523.0
13988,13989,200602,50000,1,3,2,38,0,0,0,0,0,0,47350,44948,40326,19576,19565,19531,1772,1301,835,856,854,672,191296.0,31882.67,47350.0,6290.0,1048.33,1772.0
13577,13578,200602,360000,2,1,1,46,-1,-1,2,2,-2,-2,600,2462,2274,0,0,0,2462,0,0,0,0,0,5336.0,889.33,2462.0,2462.0,410.33,2462.0
13698,13699,200602,360000,2,1,2,31,-1,-1,0,0,-1,-1,24500,2251,7714,4502,1896,5117,2251,5463,2251,1896,5117,7172,45980.0,7663.33,24500.0,24150.0,4025.0,7172.0
17405,17406,200603,140000,2,2,1,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9427,9428,200601,20000,1,1,2,23,0,0,0,0,0,-2,18436,19219,6140,6140,0,0,1500,1000,0,0,0,0,49935.0,8322.5,19219.0,2500.0,416.67,1500.0
19107,19108,200604,180000,2,3,1,28,0,0,0,0,0,0,113125,67864,31613,25220,8654,4837,1923,1501,1000,0,0,49347,251313.0,41885.5,113125.0,53771.0,8961.83,49347.0
4879,4880,200511,80000,2,1,2,37,-1,-1,-1,-1,-1,-1,6734,1990,4500,4640,3966,3410,1990,4500,4640,3966,3410,879,25240.0,4206.67,6734.0,19385.0,3230.83,4640.0
13237,13238,200602,360000,2,2,2,53,-1,-1,-1,-1,-1,-1,5583,495,1862,230,661,658,495,1862,230,661,658,532,9489.0,1581.5,5583.0,4438.0,739.67,1862.0
16501,16502,200603,10000,1,2,2,23,-1,0,0,0,0,-2,10078,8886,8815,9600,0,0,1300,1300,1000,0,0,0,37379.0,6229.83,10078.0,3600.0,600.0,1300.0
4507,4508,200511,30000,1,3,2,42,5,4,3,2,0,0,32755,31973,30937,29999,29214,29846,0,0,6,1054,1111,0,184724.0,30787.33,32755.0,2171.0,361.83,1111.0
9721,9722,200601,70000,1,2,2,26,0,0,0,-1,0,0,67864,68284,67375,71270,71157,71008,3517,3700,71270,3000,3000,3000,416958.0,69493.0,71270.0,87487.0,14581.17,71270.0
3011,3012,200511,250000,2,2,1,50,0,0,2,0,0,0,116256,122392,118668,95735,96509,97089,11500,0,3543,3700,3547,3165,646649.0,107774.83,122392.0,25455.0,4242.5,11500.0
1699,1700,200510,300000,1,1,2,31,-1,-1,-1,-1,0,-1,2166,2894,8903,12445,24650,8339,2918,8974,12457,15113,8369,3832,59397.0,9899.5,24650.0,51663.0,8610.5,15113.0
16144,16145,200603,220000,2,2,2,36,0,0,0,0,0,0,124418,126695,106534,109884,106114,108202,6300,4000,5500,3775,4100,5000,681847.0,113641.17,126695.0,28675.0,4779.17,6300.0
4804,4805,200511,50000,1,2,1,38,0,0,0,0,0,0,22619,19055,20161,20553,18933,18855,2000,2000,1000,1000,1000,2000,120176.0,20029.33,22619.0,9000.0,1500.0,2000.0
11404,11405,200601,40000,1,1,2,24,0,0,0,2,0,0,36904,34372,38496,37580,38820,39693,1600,6700,0,2000,1700,1400,225865.0,37644.17,39693.0,13400.0,2233.33,6700.0
19656,19657,200604,100000,2,1,2,33,-1,2,2,-1,0,0,5640,1570,0,3198,3198,5198,0,0,3198,0,2000,3348,18804.0,3134.0,5640.0,8546.0,1424.33,3348.0
12154,12155,200602,70000,2,1,1,35,4,4,3,2,0,0,77021,73268,70275,46045,42357,41026,0,2001,0,1666,1505,2079,349992.0,58332.0,77021.0,7251.0,1208.5,2079.0
11552,11553,200601,210000,1,1,2,35,1,-2,-2,-2,-2,-2,-36,-18,-18,-18,-18,-18,0,0,0,0,0,0,-126.0,-21.0,-18.0,0.0,0.0,0.0
12362,12363,200602,50000,2,2,2,32,0,0,2,2,2,2,41114,44131,43121,45795,44929,48179,4000,0,3400,0,4000,0,267269.0,44544.83,48179.0,11400.0,1900.0,4000.0
9993,9994,200601,120000,2,2,1,29,-1,-1,-1,-1,-1,-1,7778,3157,5456,0,2777,0,3179,5463,0,2777,0,0,19168.0,3194.67,7778.0,11419.0,1903.17,5463.0
6909,6910,200512,30000,2,3,2,29,2,0,0,2,2,2,23136,24205,28318,28755,29442,30003,1744,4857,1200,1300,1200,1100,163859.0,27309.83,30003.0,11401.0,1900.17,4857.0
7495,7496,200512,80000,2,3,2,53,-2,-2,-2,-2,-2,-2,5687,0,0,19230,0,0,0,0,19230,0,0,0,24917.0,4152.83,19230.0,19230.0,3205.0,19230.0
14667,14668,200602,80000,1,2,1,57,0,0,0,0,0,0,54211,55348,56477,57601,58807,60300,2007,2047,2060,2133,2469,2493,342744.0,57124.0,60300.0,13209.0,2201.5,2493.0
4630,4631,200511,100000,1,2,1,35,1,2,2,2,2,2,59121,57604,62635,64994,63827,67839,0,6000,4000,0,5100,2200,376020.0,62670.0,67839.0,17300.0,2883.33,6000.0
7447,7448,200512,240000,2,2,1,31,2,0,0,0,0,0,71876,72382,72155,72543,73011,73484,3100,2400,2367,2435,2500,3000,435451.0,72575.17,73484.0,15802.0,2633.67,3100.0
12375,12376,200602,140000,1,2,2,44,0,0,0,0,0,0,85119,86901,89583,90432,92332,94197,3153,4126,3231,3351,3400,3494,538564.0,89760.67,94197.0,20755.0,3459.17,4126.0
14870,14871,200602,150000,1,1,2,44,1,2,-1,-1,0,0,10710,4982,800,56800,54588,-7,137,15800,56800,0,7,79447,127873.0,21312.17,56800.0,152191.0,25365.17,79447.0
18097,18098,200604,50000,1,1,2,49,0,0,0,0,0,0,48135,15317,12579,29035,17878,18586,1314,1506,19300,1000,1000,700,141530.0,23588.33,48135.0,24820.0,4136.67,19300.0
14350,14351,200602,30000,2,2,2,22,0,0,0,0,0,0,27849,29094,29352,29766,19933,10921,2000,1200,614,520,335,0,146915.0,24485.83,29766.0,4669.0,778.17,2000.0
5360,5361,200511,20000,1,1,2,26,0,0,0,0,0,0,14554,15273,16616,16643,17372,18070,1260,1600,600,1000,1000,1000,98528.0,16421.33,18070.0,6460.0,1076.67,1600.0
3816,3817,200511,50000,1,2,2,32,0,0,0,0,2,0,32813,34973,35603,37595,29818,24416,3000,1700,2600,0,10000,6000,195218.0,32536.33,37595.0,23300.0,3883.33,10000.0
16111,16112,200603,220000,2,2,1,37,0,0,0,0,0,0,81191,78538,76747,67266,60896,160731,3000,3000,3520,3000,106200,5000,525369.0,87561.5,160731.0,123720.0,20620.0,106200.0
14224,14225,200602,360000,2,2,2,44,-1,-1,-1,-1,-1,-1,10311,2758,1397,298,7950,60097,2758,1397,298,7950,60097,1200,82811.0,13801.83,60097.0,73700.0,12283.33,60097.0
2555,2556,200510,150000,2,1,1,30,0,0,0,0,0,0,40046,47317,48849,35920,37433,10791,7995,5849,1196,2000,1000,1000,220356.0,36726.0,48849.0,19040.0,3173.33,7995.0
18400,18401,200604,90000,2,2,2,23,0,0,0,0,0,0,29357,26003,27090,27767,28108,29848,1500,1500,1800,1100,2200,1500,168173.0,28028.83,29848.0,9600.0,1600.0,2200.0
20594,20595,200604,50000,1,2,1,32,0,0,0,0,0,0,41266,50669,48942,27836,40346,38668,27004,1613,1484,3675,698,1000,247727.0,41287.83,50669.0,35474.0,5912.33,27004.0
751,752,200510,90000,2,1,2,25,2,0,0,0,0,-1,84710,87334,87862,18889,-783,73568,4000,3258,1000,0,77500,0,351580.0,58596.67,87862.0,85758.0,14293.0,77500.0
6035,6036,200512,280000,1,1,1,45,-1,-1,-1,-1,-1,-1,2270,1703,-15,30943,15631,17508,1703,0,30958,15631,17508,10049,68040.0,11340.0,30943.0,75849.0,12641.5,30958.0
14676,14677,200602,100000,1,1,1,45,0,0,0,0,0,0,42049,43570,44601,45598,46752,48008,2200,2100,2000,2000,2010,2006,270578.0,45096.33,48008.0,12316.0,2052.67,2200.0
10259,10260,200601,100000,2,1,2,25,-1,-1,-1,-1,-1,-1,9424,1259,586,3195,3732,42605,1259,586,3195,3732,42605,30583,60801.0,10133.5,42605.0,81960.0,13660.0,42605.0
14109,14110,200602,30000,1,2,2,29,0,0,-1,-1,0,-1,7965,3101,3126,7365,3245,828,1000,3126,7365,0,828,8511,25630.0,4271.67,7965.0,20830.0,3471.67,8511.0
2799,2800,200510,100000,1,2,2,43,0,0,0,0,0,0,47730,47525,47184,46836,46529,47070,1808,1728,1641,1673,1689,1754,282874.0,47145.67,47730.0,10293.0,1715.5,1808.0
19692,19693,200604,50000,2,3,1,37,-1,2,0,0,0,0,2564,2378,4167,5438,6193,6939,0,2000,1500,1000,1000,1000,27679.0,4613.17,6939.0,6500.0,1083.33,2000.0
4078,4079,200511,240000,1,2,1,31,-1,-1,-1,-1,-1,-1,1051,475,1051,671,291,671,475,1051,671,291,671,671,4210.0,701.67,1051.0,3830.0,638.33,1051.0
12133,12134,200602,180000,1,1,1,48,0,0,0,0,0,0,66092,65236,65912,66523,67020,67259,2370,3000,3000,2588,2500,3500,398042.0,66340.33,67259.0,16958.0,2826.33,3500.0
11436,11437,200601,200000,2,2,1,43,2,2,2,2,-1,-1,150,150,150,150,2500,0,0,0,0,2500,0,0,3100.0,516.67,2500.0,2500.0,416.67,2500.0
16757,16758,200603,80000,1,2,1,46,0,-1,-1,2,-1,0,31290,780,390,780,780,390,780,390,0,1560,0,390,34410.0,5735.0,31290.0,3120.0,520.0,1560.0
731,732,200510,200000,1,2,1,38,0,0,0,0,0,0,152856,156104,158279,161934,165447,168802,6000,5000,5000,5000,4917,10000,963422.0,160570.33,168802.0,35917.0,5986.17,10000.0
1215,1216,200510,230000,1,1,2,32,0,0,0,0,0,0,164634,166134,142049,106677,88091,60929,7326,10000,10000,3000,2000,2000,728514.0,121419.0,166134.0,34326.0,5721.0,10000.0
6706,6707,200512,160000,2,2,2,35,1,-2,-2,-1,-1,-2,-200,-200,0,6171,0,0,0,200,6171,0,0,0,5771.0,961.83,6171.0,6371.0,1061.83,6171.0
3715,3716,200511,220000,2,3,2,27,2,2,2,3,2,0,150739,153827,156531,154721,150627,154034,7000,7000,2300,0,5600,4500,920479.0,153413.17,156531.0,26400.0,4400.0,7000.0
9250,9251,200601,180000,2,2,1,30,0,0,2,0,0,0,149218,217602,96169,70083,59509,78312,10915,5,5050,10000,20000,2000,670893.0,111815.5,217602.0,47970.0,7995.0,20000.0
6093,6094,200512,20000,1,1,2,24,-1,-1,-1,2,0,0,3302,0,679,679,5679,7570,0,679,0,5000,2000,0,17909.0,2984.83,7570.0,7679.0,1279.83,5000.0
2352,2353,200510,20000,1,2,1,34,0,0,2,0,0,0,12619,14896,14360,14921,15328,16474,2800,0,800,800,1400,1000,88598.0,14766.33,16474.0,6800.0,1133.33,2800.0
20143,20144,200604,380000,2,1,2,34,-1,0,0,0,0,0,25079,119811,22384,115548,164296,72084,100000,12384,100000,50000,20000,52500,519202.0,86533.67,164296.0,334884.0,55814.0,100000.0
17135,17136,200603,50000,2,1,2,28,0,0,-2,-2,-2,-2,31392,-288,-144,-144,-144,6,0,0,0,144,150,0,30678.0,5113.0,31392.0,294.0,49.0,150.0
17852,17853,200603,150000,1,1,2,26,0,0,0,0,0,0,26443,27996,28963,8355,10355,12355,2000,2000,2000,2000,2000,2000,114467.0,19077.83,28963.0,12000.0,2000.0,2000.0
3509,3510,200511,50000,2,2,2,27,2,2,2,2,0,0,47760,45064,45744,43123,42343,43020,0,3400,0,1528,3038,0,267054.0,44509.0,47760.0,7966.0,1327.67,3400.0
5972,5973,200511,80000,1,1,2,26,0,0,0,0,0,0,79650,80821,65609,49640,49685,46684,3515,2627,1697,2000,1700,3000,372089.0,62014.83,80821.0,14539.0,2423.17,3515.0
9553,9554,200601,30000,2,2,1,52,0,0,2,0,0,0,27101,30360,28002,23879,4178,0,4110,94,1879,84,0,0,113520.0,18920.0,30360.0,6167.0,1027.83,4110.0
20688,20689,200604,440000,1,1,2,31,0,0,-1,-1,0,0,37547,29349,23713,25427,21187,26486,20016,29748,25448,10015,14501,11501,163709.0,27284.83,37547.0,111229.0,18538.17,29748.0
17034,17035,200603,10000,2,2,1,24,0,0,0,0,0,0,6902,7922,8939,9533,9692,9829,1142,1159,1140,692,829,1000,52817.0,8802.83,9829.0,5962.0,993.67,1159.0
9965,9966,200601,140000,2,1,2,25,0,0,0,0,0,0,45068,44158,48437,50667,52888,54060,5000,5000,3000,3000,2000,2000,295278.0,49213.0,54060.0,20000.0,3333.33,5000.0
1721,1722,200510,90000,1,1,2,27,0,0,0,2,2,2,56608,57897,63686,65233,66637,67882,2800,7400,3200,2600,2500,2500,377943.0,62990.5,67882.0,21000.0,3500.0,7400.0
13016,13017,200602,240000,2,1,2,30,-1,-1,-1,-1,-1,-1,498,-2,20517,0,11423,0,0,20519,0,11423,0,0,32436.0,5406.0,20517.0,31942.0,5323.67,20519.0
13696,13697,200602,30000,2,2,2,49,2,2,2,2,2,2,28859,28116,30226,29454,31775,30743,0,2900,0,2787,0,1445,179173.0,29862.17,31775.0,7132.0,1188.67,2900.0
9943,9944,200601,160000,2,2,1,33,0,0,0,0,0,0,189935,183501,175363,172417,165800,158671,8113,6395,10000,6160,5772,5854,1045687.0,174281.17,189935.0,42294.0,7049.0,10000.0
4600,4601,200511,30000,1,1,2,26,0,0,-1,-1,-1,-1,27172,27000,780,0,30525,0,1000,780,0,30525,0,0,85477.0,14246.17,30525.0,32305.0,5384.17,30525.0
851,852,200510,30000,1,2,2,32,1,2,2,0,0,0,29095,30819,29214,29478,23384,22428,2500,0,910,1000,1000,1000,164418.0,27403.0,30819.0,6410.0,1068.33,2500.0
11638,11639,200601,30000,2,2,2,21,0,0,0,0,0,-2,10406,5068,2023,1163,0,0,1000,1002,23,0,0,0,18660.0,3110.0,10406.0,2025.0,337.5,1002.0
7338,7339,200512,20000,1,2,1,39,2,0,0,0,0,0,20264,20328,19299,19928,20204,20398,1500,1500,900,700,1480,0,120421.0,20070.17,20398.0,6080.0,1013.33,1500.0
9135,9136,200601,240000,1,2,1,54,0,0,2,0,0,0,16135,249258,243589,204754,201426,198736,234000,30,7046,7023,10005,8014,1113898.0,185649.67,249258.0,266118.0,44353.0,234000.0
17561,17562,200603,50000,2,1,1,35,0,0,2,2,2,0,44487,47438,46400,49276,48286,47915,4000,0,3700,0,2000,6000,283802.0,47300.33,49276.0,15700.0,2616.67,6000.0
10861,10862,200601,110000,2,2,2,29,2,2,4,4,3,2,600,600,600,600,300,150,0,0,0,0,0,921,2850.0,475.0,600.0,921.0,153.5,921.0
17224,17225,200603,20000,2,2,2,22,0,0,0,2,0,0,9848,11192,15677,15133,15582,16677,1515,5000,0,1000,1500,0,84109.0,14018.17,16677.0,9015.0,1502.5,5000.0
15779,15780,200603,100000,2,2,2,44,-1,-1,-1,-1,0,0,12566,2421,3360,2845,2505,2158,3061,1390,6477,50,43,36,25855.0,4309.17,12566.0,11057.0,1842.83,6477.0
11561,11562,200601,240000,2,2,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15816,15817,200603,150000,2,1,2,27,-2,-2,-2,-2,-2,-2,5200,1689,-17,3996,2278,1132,1689,0,4013,2278,1132,4721,14278.0,2379.67,5200.0,13833.0,2305.5,4721.0
17799,17800,200603,50000,1,1,2,23,0,0,0,0,0,0,18666,15554,17159,8402,6646,7534,2000,2000,1500,500,1000,2000,73961.0,12326.83,18666.0,9000.0,1500.0,2000.0
16580,16581,200603,290000,1,1,2,29,-1,-1,-1,-1,0,0,783,2830,1357,14959,13459,115990,2838,1359,14968,2022,110142,205,149378.0,24896.33,115990.0,131534.0,21922.33,110142.0
20740,20741,200604,360000,1,3,2,33,0,0,0,0,0,0,32290,33747,39840,46130,50534,53897,2000,7000,7000,5000,4000,4287,256438.0,42739.67,53897.0,29287.0,4881.17,7000.0
11929,11930,200601,20000,1,2,1,32,0,0,0,2,2,0,9622,10974,14963,15123,14741,15340,1511,4500,700,0,1000,1500,80763.0,13460.5,15340.0,9211.0,1535.17,4500.0
8328,8329,200512,170000,2,2,2,48,0,0,0,0,0,0,83074,85834,87003,88753,90624,92455,4100,3500,3200,3300,3334,4000,527743.0,87957.17,92455.0,21434.0,3572.33,4100.0
6764,6765,200512,80000,2,1,1,29,-2,-2,-2,-2,-2,-2,4225,20000,11556,0,0,0,20000,11556,0,0,0,0,35781.0,5963.5,20000.0,31556.0,5259.33,20000.0
14206,14207,200602,50000,1,2,1,46,0,0,0,2,0,0,15220,16961,19930,19328,37113,19165,2000,3258,0,679,1528,587,127717.0,21286.17,37113.0,8052.0,1342.0,3258.0
4128,4129,200511,270000,2,1,2,33,-2,-2,-2,-2,-2,-2,12091,0,6743,338,0,432,0,6743,338,0,432,3042,19604.0,3267.33,12091.0,10555.0,1759.17,6743.0
6901,6902,200512,300000,2,1,2,26,0,0,-1,-1,0,-1,293554,291421,3760,3359,10670,2969,7877,5016,5008,10032,2977,11875,605733.0,100955.5,293554.0,42785.0,7130.83,11875.0
19808,19809,200604,50000,2,3,1,31,0,0,0,0,0,0,29731,30329,26823,27454,27286,27858,1500,1500,1500,1000,956,1000,169481.0,28246.83,30329.0,7456.0,1242.67,1500.0
13032,13033,200602,90000,2,2,1,35,0,0,0,0,0,0,84681,81491,81003,68764,67957,69313,3666,3914,2774,2620,2640,3000,453209.0,75534.83,84681.0,18614.0,3102.33,3914.0
108,109,200510,130000,1,2,2,38,0,0,0,-1,-1,-1,171438,178382,39940,120483,44127,126568,10908,0,133657,4566,133841,4796,680938.0,113489.67,178382.0,287768.0,47961.33,133841.0
10363,10364,200601,80000,2,2,2,28,0,0,0,2,2,2,44739,46708,49611,50496,51543,50563,3000,4000,2000,2000,0,5000,293660.0,48943.33,51543.0,16000.0,2666.67,5000.0
7277,7278,200512,150000,2,1,1,44,1,2,2,-1,-1,2,27270,24600,0,10195,24232,22000,0,0,10195,24232,0,0,108297.0,18049.5,27270.0,34427.0,5737.83,24232.0
10021,10022,200601,350000,2,3,1,32,-1,-1,-1,-1,-1,-1,70910,30372,90588,3047,-4,920,30516,91041,3062,0,924,5124,195833.0,32638.83,90588.0,130667.0,21777.83,91041.0
11754,11755,200601,160000,2,2,2,27,1,-2,-1,0,0,-2,0,0,6204,6204,0,0,0,6204,0,0,0,0,12408.0,2068.0,6204.0,6204.0,1034.0,6204.0
1768,1769,200510,200000,1,1,2,27,-1,-1,-1,-1,-1,-1,4890,3630,4882,10955,10435,1665,3630,4882,11034,10435,1665,3765,36457.0,6076.17,10955.0,35411.0,5901.83,11034.0
4152,4153,200511,170000,2,1,2,27,0,0,0,-1,0,0,61785,17848,14000,124208,122955,116191,3848,4000,124208,5000,5000,5000,456987.0,76164.5,124208.0,147056.0,24509.33,124208.0
4683,4684,200511,340000,1,1,1,48,0,0,0,0,0,0,321046,329563,335012,197797,201935,140812,13690,12693,6100,6300,5100,5400,1526165.0,254360.83,335012.0,49283.0,8213.83,13690.0
10230,10231,200601,140000,1,2,1,38,2,2,2,2,2,2,131877,135309,131671,138771,141146,127184,7000,0,10800,4800,0,5000,805958.0,134326.33,141146.0,27600.0,4600.0,10800.0
9564,9565,200601,150000,2,1,1,40,-2,-2,-2,-2,-1,0,52097,30188,20242,5332,61826,5220,2000,1000,5003,61826,5000,20000,174905.0,29150.83,61826.0,94829.0,15804.83,61826.0
5699,5700,200511,110000,2,2,2,23,0,0,0,0,0,0,106963,101958,85914,73638,72119,73764,5023,3900,2600,5000,3000,3000,514356.0,85726.0,106963.0,22523.0,3753.83,5023.0
7913,7914,200512,80000,2,1,2,29,-1,-1,-1,-1,-1,-1,928,4844,3305,3287,630,2436,4844,3326,3287,630,2436,1882,15430.0,2571.67,4844.0,16405.0,2734.17,4844.0
6560,6561,200512,120000,2,2,3,43,0,0,0,0,0,0,46889,47496,48307,49272,49016,43127,1856,1667,1632,1664,1880,1059,284107.0,47351.17,49272.0,9758.0,1626.33,1880.0
6260,6261,200512,80000,1,1,2,26,0,0,0,0,0,0,74487,76126,69856,48816,48476,48448,7576,3000,1800,1800,2000,2000,366209.0,61034.83,76126.0,18176.0,3029.33,7576.0
7286,7287,200512,80000,1,1,2,26,0,0,0,0,0,0,77397,77839,69534,60747,52280,43461,3328,2811,1192,1516,2316,1500,381258.0,63543.0,77839.0,12663.0,2110.5,3328.0
19908,19909,200604,80000,2,2,2,31,-1,-1,-1,-1,-1,-1,1068,0,100,0,1050,-150,0,100,0,1050,0,0,2068.0,344.67,1068.0,1150.0,191.67,1050.0
19259,19260,200604,210000,2,2,2,29,-1,-1,-1,-1,-1,-1,1778,224,2018,0,1118,1858,226,2031,0,1118,1858,620,6996.0,1166.0,2018.0,5853.0,975.5,2031.0
7598,7599,200512,50000,1,2,2,26,2,-1,-1,-1,-1,-1,291,291,291,291,291,0,291,291,291,291,0,873,1455.0,242.5,291.0,2037.0,339.5,873.0
5416,5417,200511,30000,1,2,1,38,0,0,0,0,0,0,29723,30428,26558,27265,27953,28456,2000,2000,1500,1500,1500,1500,170383.0,28397.17,30428.0,10000.0,1666.67,2000.0
6326,6327,200512,80000,2,2,1,35,-1,-1,-1,-1,-1,-1,997,40297,6597,665,10117,0,40297,6597,3465,10117,0,665,58673.0,9778.83,40297.0,61141.0,10190.17,40297.0
16273,16274,200603,30000,2,3,1,31,0,0,0,0,0,0,9388,10387,10624,11539,11771,9075,1162,1229,1144,376,329,345,62784.0,10464.0,11771.0,4585.0,764.17,1229.0
14557,14558,200602,200000,1,1,1,39,0,0,0,0,2,2,303347,171592,176615,185049,188375,183069,6500,8051,13000,6500,0,6700,1208047.0,201341.17,303347.0,40751.0,6791.83,13000.0
8055,8056,200512,130000,2,2,2,24,-2,-2,-2,-2,-2,-2,986,-14,4388,0,0,1109,0,4402,0,0,1109,4200,6469.0,1078.17,4388.0,9711.0,1618.5,4402.0
3224,3225,200511,130000,2,3,1,25,0,0,0,0,0,0,132110,133734,129299,131871,132168,129779,6359,4505,4530,4798,4600,4655,788961.0,131493.5,133734.0,29447.0,4907.83,6359.0
2552,2553,200510,20000,2,3,1,31,0,0,0,0,0,0,15654,16425,17265,16647,12213,10998,1330,1170,500,420,397,221,89202.0,14867.0,17265.0,4038.0,673.0,1330.0
5780,5781,200511,120000,2,3,2,31,-1,-1,-1,-1,-1,-1,1769,390,390,390,390,390,390,390,390,390,390,1079,3719.0,619.83,1769.0,3029.0,504.83,1079.0
1291,1292,200510,20000,2,3,1,53,0,0,0,0,0,0,12197,13292,14362,14821,15143,15737,1600,1600,1000,710,1000,1000,85552.0,14258.67,15737.0,6910.0,1151.67,1600.0
18163,18164,200604,200000,1,1,1,46,0,0,0,0,0,0,53643,54300,55039,55712,56421,57203,1765,1828,1811,1816,1880,4123,332318.0,55386.33,57203.0,13223.0,2203.83,4123.0
3615,3616,200511,390000,1,3,1,39,0,0,0,0,0,0,475934,308108,205228,185134,181949,136559,59324,6093,5411,6025,5000,3617,1492912.0,248818.67,475934.0,85470.0,14245.0,59324.0
5727,5728,200511,180000,1,1,1,49,0,0,0,0,0,0,63444,65420,67722,70970,72670,76444,3000,4000,5000,3000,5000,5000,416670.0,69445.0,76444.0,25000.0,4166.67,5000.0
18634,18635,200604,50000,2,2,1,27,-1,2,-1,-1,0,-1,780,390,390,780,390,390,0,390,780,0,390,0,3120.0,520.0,780.0,1560.0,260.0,780.0
11342,11343,200601,20000,1,2,1,41,2,2,3,2,2,2,17213,19041,18449,17857,18735,19277,2400,0,0,1320,1000,0,110572.0,18428.67,19277.0,4720.0,786.67,2400.0
17637,17638,200603,290000,2,1,2,29,0,0,0,0,0,0,10370,5681,7124,8038,4029,6059,1400,1507,2580,2050,2030,0,41301.0,6883.5,10370.0,9567.0,1594.5,2580.0
3062,3063,200511,150000,1,2,2,26,0,0,0,0,0,0,10111,9847,10870,12189,12836,13828,1158,1181,1500,836,1200,2000,69681.0,11613.5,13828.0,7875.0,1312.5,2000.0
20317,20318,200604,170000,2,3,2,56,-1,-1,-1,-1,-1,-1,390,17450,13366,17446,17056,16666,17450,13366,20894,17056,16666,34256,82374.0,13729.0,17450.0,119688.0,19948.0,34256.0
20336,20337,200604,40000,2,2,1,56,0,0,0,0,0,0,30048,31049,32144,33157,33657,34359,1805,1900,1851,1351,1394,1464,194414.0,32402.33,34359.0,9765.0,1627.5,1900.0
17202,17203,200603,300000,2,2,1,28,-1,-1,-1,-1,-2,-2,16666,1000,16666,0,0,0,1000,16666,0,0,0,0,34332.0,5722.0,16666.0,17666.0,2944.33,16666.0
16084,16085,200603,50000,2,2,1,43,-1,-1,-1,-1,0,0,7965,12717,11016,22263,18711,12712,12724,11022,22264,378,258,5380,85384.0,14230.67,22263.0,52026.0,8671.0,22264.0
